Title;Company;Location;Salary;Seniority;Published;Expires;Skills;Job URL
Senior Business Analyst for Agent Foundry Team;Danske Bank Lithuania;Vilnius;€ 3600 – 5400;Senior;24 days ago;2025.05.16;"Proven experience working in an agile environment, preferably as a Business Analyst, Consultant, or Scrum Master, Advanced English language proficiency and effective communication skills, Any experience in the financial sector and/or AI implementation (would be beneficial), Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1358721/danske-bank-lithuania/senior-business-analyst-for-agent-foundry-team
Associate Quantitative Analyst;Danske Bank Lithuania;Vilnius;€ 2640 – 3960;Mid;24 days ago;2025.05.15;"You have an MSc or PhD degree in mathematics, physics, mathematical finance, or related fields. As such, you have a profound theoretical background with relevant skills in probability theory, stochastic analysis, and partial differential equations, You have a genuine interest in financial markets and the associated modelling challenges, ideally demonstrated via relevant courses or previous work experience, Relevant experience working as a Quantitative Analyst/ Analyst in an international environment and using complex systems would be beneficial, You have advanced English language skills (both written and verbal) as this role requires constant communication with international teams, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1358705/danske-bank-lithuania/associate-quantitative-analyst
Test automation specialist in Custody Cash team | SEB, Vilnius | SEB, Vilnius;SEB;Vilnius;€ 3650 – 5450;N/A;25 days ago;2025.06.11;N/A;https://www.cvonline.lt/en/vacancy/1358554/seb/test-automation-specialist-in-custody-cash-team-or-seb-vilnius-or-seb-vilnius
Automation Engineer with Power Platform experience | SEB, Vilnius;SEB;Vilnius;€ 2200 – 3400;N/A;25 days ago;2025.06.11;N/A;https://www.cvonline.lt/en/vacancy/1358552/seb/automation-engineer-with-power-platform-experience-or-seb-vilnius
Platform Engineer;Quadigi, UAB;Vilnius;€ 3800 – 6300;N/A;25 days ago;2025.05.17;Good understanding of software development cycle and general infrastructure, Experience with CI/CD and Jenkins, Experience with Windows, Linux OS (VxWorks would be a big plus), Knowledge of Python and scripting languages (Bash, PowerShell, Batch), CMake experience, At least basic C++ understanding, Experience with Conan and Xray, or any similar tools is a big plus, Online and offline training/workshops and other knowledge sharing possibilities;https://www.cvonline.lt/en/vacancy/1358296/quadigi-uab/platform-engineer
Front-End Engineer (React Native) in Wealth Planning and Investments Tribe;Danske Bank Lithuania;Vilnius;€ 3360 – 5040;N/A;25 days ago;2025.05.21;"Advanced proficiency in front-end development, particularly with React Native. Experience with Kotlin & Android Studio is beneficial, as well as willingness to learn and develop skills in native development, Skilled in creating intuitive and effective user experiences, with strong attention to detail and usability, A team player who thrives in a collaborative environment and values open communication and knowledge sharing, Problem-solving skills and attention to detail, Prior experience in customer-facing application development is beneficial, Experience working agile in close collaboration with business and designers, Upper-Intermediate English language skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1358263/danske-bank-lithuania/front-end-engineer-react-native-in-wealth-planning-and-investments-tribe
QA Engineer (opportunity to become a back-end developer) for Hubble team;Visma Tech, UAB;Vilnius / Remote;€ 3000 – 4100;N/A;25 days ago;2025.05.17;"Continuous learner passionate about both testing and development practices, with strong problem-solving skills and a ""build and break"" mindset., Experience in designing and developing automation scripts (Cypress, Selenium, Postman)., Good knowledge in setting up a testing environment from scratch and solid CI/CD experience., Knowledge of load/performance testing and experience or interest in building applications with .NET Core and Angular., Good verbal and written English skills., Security testing experience., Experience with Application Security., Experience with cloud systems and cloud suppliers (Azure)., Basic Docker knowledge., Experience testing applications that are built as microservices and/or Developer experience., Youll be working with the fields top-notch specialists and one of them will become your coach. 💪 Also here in Visma we have an international network of specialists within the organisation to build Your rep and skills even stronger., We have internal knowledge sharing sessions where we learn the newest trends in programming languages, QA, security, etc. 💻";https://www.cvonline.lt/en/vacancy/1358150/visma-tech-uab/qa-engineer-opportunity-to-become-a-back-end-developer-for-hubble-team
Senior Systems Engineer - Windows Server;Moody's;Vilnius;€ 4200 – 6700;Senior;25 days ago;2025.05.17;5+ years expert level experience managing and configuring Windows Servers (Windows Server 2012/2016/2019/2022), Knowledge of core infrastructure components such as DHCP, DNS, and Certificates., Experience with patch management and vulnerability remediation., Experience with scripting and automation tools such as PowerShell and eventually Ansible., Experience investigating complex issues and performing corrective actions, proven track record in major incident recovery., Highly impactful problem-solving skills and attention to detail., Experience with incident and change ITIL processes using ServiceNow or similar tool, Exceptional written and verbal communication skills., Desired - Experience with cloud platforms such as Azure or AWS is a plus., Desired - Experience with Vulnerability remediation like Qualys is a plus.;https://www.cvonline.lt/en/vacancy/1358023/moody-s/senior-systems-engineer-windows-server
Senior iOS Engineer;Danske Bank Lithuania;Vilnius;€ 4320 – 6480;Senior;25 days ago;2025.05.15;"Collaborate with cross-functional teams, including UX designers, Product Owners, and Back-End developers, to deliver seamless, user-focused mobile experiences, Support the integration of our mobile platform with Backbase (while prior experience is beneficial, onboarding and training will be provided), Guide and support other developers by sharing knowledge and best practices across the squad, 4+ years of professional experience in iOS development with a strong track record of shipping production-grade apps, Strong communication and collaboration skills with the ability to engage across teams, Solid understanding of end-to-end mobile architecture, including frontend, backend integration, security, and persistence, Expertise in Swift and SwiftUI, with deep knowledge of iOS architecture and development lifecycle, In-depth experience with CocoaPods for dependency management, Experience with Backbase is beneficial, but willingness to learn is essential, Upper-Intermediate English skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1357947/danske-bank-lithuania/senior-ios-engineer
Cloud Data Engineer in HR IT, Corporate Functions | SEB, Vilnius;SEB;Vilnius;€ 2850 – 4250;N/A;26 days ago;2025.06.11;N/A;https://www.cvonline.lt/en/vacancy/1357793/seb/cloud-data-engineer-in-hr-it-corporate-functions-or-seb-vilnius
Junior System Administrator;Quadigi, UAB;Kaunas;€ 2000 – 2800;Junior;26 days ago;2025.05.16;Understanding of Windows 10/11 and Windows Server, Strong problem-solving skills and good communications skills, Basic knowledge of Linux (a plus), Experience with Microsoft 365 administration (a plus), Online and offline training/workshops and other knowledge sharing possibilities.;https://www.cvonline.lt/en/vacancy/1357746/quadigi-uab/junior-system-administrator
IT PAGALBOS KONSULTANTAS (-Ė);MAXIMA;Vilnius;€ 1200 – 1399;N/A;26 days ago;2025.05.13;N/A;https://www.cvonline.lt/en/vacancy/1357683/maxima/it-pagalbos-konsultantas
Sales Manager;Ridango AS;Lithuania;€ 3300 – 4400;N/A;26 days ago;2025.05.16;N/A;https://www.cvonline.lt/en/vacancy/1357458/ridango-as/sales-manager
Database Administrator;BIGBANK AS filialas;Vilnius / Remote;€ 3900 – 7768;N/A;26 days ago;2025.05.16;Knowledge and understanding of RDBMS concepts and architecture in general., At least 3 years of DBA experience in production environments., Proven experience in PostgreSQL database administration., Experience with running databases in clustered environments like LXD., Fixed remuneration of 3900-7768 EUR (brutto), based on your competencies, skills and experience.;https://www.cvonline.lt/en/vacancy/1357448/bigbank-as-filialas/database-administrator
DevOps Engineer for Hubble team;Visma Tech, UAB;Vilnius / Remote;€ 3600 – 6300;N/A;26 days ago;2025.05.16;Proven experience working with Cloud technologies, preferably with a focus on Azure., Hands-on experience with Infrastructure as Code tools (Terraform, ARM templates, etc)., Strong scripting skills., Solid understanding of CI/CD concepts and tools., Database and networking skills., Experience working with Docker and Kubernetes., Knowledge of security best practices in cloud environments., Previous experience in migrating from a Monolithic architecture to Microservices would be a plus., Strong team player with good communication skills., Good verbal and written English skills., We have internal knowledge sharing sessions where we learn the newest trends in programming languages, QA, security, etc., Gross salary 3600 - 6300 EUR. Keep in mind that we are open to discuss your salary based on your competence and experience.;https://www.cvonline.lt/en/vacancy/1357432/visma-tech-uab/devops-engineer-for-hubble-team
Senior Cloud Platform Engineer;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;26 days ago;2025.05.28;"4+ years of experience in platform engineering and software engineering, including experience with public cloud infrastructure, Proficiency in Infrastructure as Code (Terraform) and AWS cloud knowledge, Hands-on experience with CI/CD tools and processes, Experience with software development, programming languages and frameworks such as Python, TypeScript/JavaScript, C#, .NET Core, and NodeJS, Skills in containerization techniques, including Docker and Kubernetes, Front-end development experience with React is appreciated, Strong collaboration, communication, and interpersonal skills, with advanced proficiency in English, both written and verbal, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1357427/danske-bank-lithuania/senior-cloud-platform-engineer
Intermediate Digital Marketing Manager;Deep Media Technologies;Vilnius / Remote;€ 2400 – 3000;N/A;26 days ago;2025.05.16;N/A;https://www.cvonline.lt/en/vacancy/1357355/deep-media-technologies/intermediate-digital-marketing-manager
Junior Digital Marketing Manager;Deep Media Technologies;Vilnius / Remote;€ 1800 – 2300;Junior;26 days ago;2025.05.16;N/A;https://www.cvonline.lt/en/vacancy/1357353/deep-media-technologies/junior-digital-marketing-manager
IT architektas (-ė);UAB ILTE;Vilnius;€ 5000 – 7300;N/A;26 days ago;2025.05.16;N/A;https://www.cvonline.lt/en/vacancy/1357280/uab-ilte/it-architektas
IT Site Support Engineer;Viltechmeda, UAB;Vilnius;€ 3000 – 3800;N/A;27 days ago;2025.05.15;4-6 years of proven experience in a heavy customer focus position involving and technical knowledge of a companies' products and services, Disciplined, systematic problem-solving skills required., Time-management skills and the ability to establish reasonable and attainable deadlines for resolution., Experience working in and assisting others through company service desk software, such as Bomgar in addition to other remote access desktop programs., Experience working with different operating systems including Windows and Mac OS, Professional written and interpersonal skills are essential when communicating with customers and clients., Experience installing and configuring computer systems and applications., In lieu of a degree, a combination of 9 years of experience in an IT support role and education is acceptable.;https://www.cvonline.lt/en/vacancy/1007852/viltechmeda-uab/it-site-support-engineer
Junior Java Developer in Customer Lifecycle Managment team | SEB, Vilnius;SEB;Vilnius;€ 2300 – 3500;Junior;27 days ago;2025.06.11;N/A;https://www.cvonline.lt/en/vacancy/1357063/seb/junior-java-developer-in-customer-lifecycle-managment-team-or-seb-vilnius
Analitikas (-ė) | Informacinių sistemų skyrius;CENTRINĖ PROJEKTŲ VALDYMO AGENTŪRA VŠĮ;Vilnius / Remote;€ 2071 – 2589;N/A;27 days ago;2025.05.15;N/A;https://www.cvonline.lt/en/vacancy/1356948/centrin-projekt-valdymo-agentura-vs/analitikas-or-informacini-sistem-skyrius
Senior Solution Architect for Platform and Data Squad in Workflow Enablement Tribe;Danske Bank Lithuania;Vilnius;€ 5600 – 8400;Senior;27 days ago;2025.05.15;"Mentor colleagues and share your knowledge with the rest of the tribe, At least 3 years of experience as a Solution Architect with expertise in workflow automation platforms, preferably Camunda, Strong understanding of data architecture, data governance, and data security principles, along with knowledge of cloud computing (AWS or similar), Effective problem-solving skills and the ability to design scalable and efficient solutions, Knowledge and experience with architectural design and modelling, design patterns, and CI/CD principles, Advanced English language skills, both written and spoken, Experience in agile methodologies and a collaborative working environment is beneficial, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1356917/danske-bank-lithuania/senior-solution-architect-for-platform-and-data-squad-in-workflow-enablement-tribe
Software Engineer;BIGBANK AS filialas;Vilnius / Remote;€ 3700 – 4500;N/A;27 days ago;2025.05.15;Share your knowledge with colleagues, promoting a culture of continuous learning and development., You have at least 5 years of experience in software development, preferably in banking or financial services., Fixed remuneration of 3700 - 4500 EUR (brutto), based on your competencies, skills and experience.;https://www.cvonline.lt/en/vacancy/1356814/bigbank-as-filialas/software-engineer
Senior Java Engineer in Advisory, Org data and Groups;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;27 days ago;2025.05.28;"Solid experience with Java and MS SQL, Experience with Spring Boot, Experience with RabbitMQ or Kafka, Knowledge of ELK, Knowledge of AWS, Knowledge of Docker, Advanced English skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1356746/danske-bank-lithuania/senior-java-engineer-in-advisory-org-data-and-groups
Tech Architect;ERGO Insurance SE Lietuvos filialas;Vilnius / Remote;€ 4500 – 5500;N/A;27 days ago;2025.05.15;N/A;https://www.cvonline.lt/en/vacancy/1356706/ergo-insurance-se-lietuvos-filialas/tech-architect
Product Designer;Eleving Group;Vilnius / Remote;€ 2500 – 3000;N/A;27 days ago;2025.05.15;N/A;https://www.cvonline.lt/en/vacancy/1356531/eleving-group/product-designer
Senior Risk Analyst;Eleving Group;Vilnius / Remote;€ 2600 – 3500;Senior;27 days ago;2025.05.15;N/A;https://www.cvonline.lt/en/vacancy/1336182/eleving-group/senior-risk-analyst
.NET Developer for Flyt Health Care team;Visma Tech, UAB;Kaunas / Remote;€ 2800 – 3500;N/A;27 days ago;2025.05.15;Good verbal and written English skills., We have internal knowledge sharing sessions where we learn the newest trends in programming languages, QA, security, etc., Gross salary 2800 - 3500 EUR. Keep in mind that we are open to discuss your salary based on your competence and experience.;https://www.cvonline.lt/en/vacancy/1356469/visma-tech-uab/net-developer-for-flyt-health-care-team
Programinių sistemų testuotojas (-a);People Link, UAB;Vilnius;€ 2000 – 3000;N/A;27 days ago;2025.05.15;N/A;https://www.cvonline.lt/en/vacancy/1356449/people-link-uab/programini-sistem-testuotojas-a
Senior Integration Engineer;Johnson Matthey Global Business Services Lithuania, UAB;Vilnius;€ 4708 – 6416;Senior;28 days ago;2025.05.14;Fostering a culture of continuous learning and collaboration within the team through active knowledge sharing and mentorship., 4+ years of engineering experience with a strong focus on integration., Experience designing and implementing integration solutions in collaboration with business, engineering, and architecture teams., Good stakeholder management and influencing skills.;https://www.cvonline.lt/en/vacancy/1356183/johnson-matthey-global-business-services-lithuania-uab/senior-integration-engineer
Principal Integration Engineer;Johnson Matthey Global Business Services Lithuania, UAB;Vilnius;€ 4895 – 8000;Senior;28 days ago;2025.05.14;Fostering a culture of continuous learning and collaboration within the team through active knowledge sharing and mentorship., 6+ years of engineering experience with a strong focus on integration, demonstrating integration technical leadership and subject matter expertise., Experience designing and implementing integration solutions in collaboration with business, engineering, and architecture teams., Strong stakeholder management and influencing skills.;https://www.cvonline.lt/en/vacancy/1356181/johnson-matthey-global-business-services-lithuania-uab/principal-integration-engineer
Java Developer for Business to Government Unit;Baltic Amadeus, UAB;Vilnius;€ 2600 – 4500;N/A;28 days ago;2025.05.14;N/A;https://www.cvonline.lt/en/vacancy/1356110/baltic-amadeus-uab/java-developer-for-business-to-government-unit
Salesforce Developer;Emplonet, UAB;Vilnius;€ 3500 – 4500;N/A;28 days ago;2025.05.14;Salesforce Sales and/or Service Cloud product knowledge and at least 3 years of Salesforce development experience., Experience implementing and developing in Apex and LWC., Bachelors/Postgraduate degree, professional qualification, or relevant experience., Experience with the Gearset DevOps solution.;https://www.cvonline.lt/en/vacancy/1356111/emplonet-uab/salesforce-developer
Full-stack (.NET/Angular) Developer for Visma Business NXT team;Visma Tech, UAB;Vilnius / Remote;€ 3600 – 5000;N/A;28 days ago;2025.05.14;Solid understanding of microservices architecture and its implementation., Experience in automated testing and QA processes in a software development environment., Good verbal and written English skills., We have internal knowledge sharing sessions where we learn the newest trends in programming languages, QA, security, etc., Gross salary 3600 - 5000 EUR. Keep in mind that we are open to discuss your salary based on your competence and experience.;https://www.cvonline.lt/en/vacancy/1356014/visma-tech-uab/full-stack-net-angular-developer-for-visma-business-nxt-team
IT administratorius (-ė);Laisvas ir nepriklausomas kanalas, UAB;Vilnius;€ 2200 – 2700;N/A;28 days ago;2025.05.14;N/A;https://www.cvonline.lt/en/vacancy/1355661/laisvas-ir-nepriklausomas-kanalas-uab/it-administratorius
Back-End Software developer (Java);Emplonet, UAB;Kaunas;€ 4600 – 5500;N/A;28 days ago;2025.05.14;At least 3 years experience with JAVA., Experience working with Spring Boot., Experience working with relational databases., Experience working with Kafka (Streams, Tables)., Experience working with Docker., English language skills., Experience working Spring Cloud., Experience working with Elasticsearch., Experience working with Apache Flink or Spark., Experience working with Redis., Experience working with Kubernetes.;https://www.cvonline.lt/en/vacancy/1355627/emplonet-uab/back-end-software-developer-java
Head of Marketing And Communications;Indigroup;Vilnius;€ 4500 – 5000;Senior;28 days ago;2025.05.14;N/A;https://www.cvonline.lt/en/vacancy/1355611/indigroup/head-of-marketing-and-communications
IT system architect (Oracle);Emplonet, UAB;Vilnius;€ 5000 – 5700;N/A;28 days ago;2025.05.14;"At least 5 years of experience in software development and architecture with Oracle environment (design, modelling, optimization) knowledge; Ability to communicate clearly with both technical and non-technical stakeholders, explaining complex technical concepts;, Experience using BPMN and/or UML for requirements analysis and management;, Experience creating and maintaining technical documentation, including API specifications, architectural models, and data schemas;, Experience in the banking or financial sector;, Knowledge of enterprise application integration (SOA, ESB, etc.);, Experience with microservices architecture and REST API development;, Understanding of data warehousing (DWH) principles and practical experience in DWH solutions development;, Experience with business process management (BPM) systems;, Understanding of enterprise architecture systems (e.g., TOGAF, Zachman);";https://www.cvonline.lt/en/vacancy/1355605/emplonet-uab/it-system-architect-oracle
Senior backend Oracle PL/SQL developer;Emplonet, UAB;Vilnius;€ 3800 – 5200;Senior;28 days ago;2025.05.14;"Experience in developing, Oracle DB, SQL & PL/SQL;, Experience with REST/SOAP API;, Knowledge of JAVA.";https://www.cvonline.lt/en/vacancy/1355603/emplonet-uab/senior-backend-oracle-pl-sql-developer
Senior Engineer in Internal Identity and Access Management | SEB, Vilnius;SEB;Vilnius;€ 3000 – 4500;Senior;about 1 month ago;2025.06.11;N/A;https://www.cvonline.lt/en/vacancy/1353364/seb/senior-engineer-in-internal-identity-and-access-management-or-seb-vilnius
Senior iOS Software Engineer in Customer Engagement Individuals;Danske Bank Lithuania;Vilnius;€ 4320 – 6480;Senior;about 1 month ago;2025.06.06;"5+ years of software engineering experience, Experience in Swift & SwiftUI, Good focus on code quality and knowledge of principles that ensure it, Upper-Intermediate English language skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1353137/danske-bank-lithuania/senior-ios-software-engineer-in-customer-engagement-individuals
Senior .NET Software Engineer in Welcoming and Orchestration Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;about 1 month ago;2025.06.06;"Participate in Engineering efforts that help streamline the experience of our product, Years of experience using C#, ASP.NET, and .NET Core (or similar object-oriented language), In-depth knowledge of container technologies such as Docker, Kubernetes, Good knowledge of SQL and ELK stack, Experience working with Message Broker solutions such as RabbitMQ, Kafka, or IBM MQ, Experience with ELK stack, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1353091/danske-bank-lithuania/senior-net-software-engineer-in-welcoming-and-orchestration-tribe
Full stack developer seeking new digital challenges | SEB, Vilnius;SEB;Vilnius;€ 2850 – 4250;N/A;about 1 month ago;2025.06.11;N/A;https://www.cvonline.lt/en/vacancy/1350019/seb/full-stack-developer-seeking-new-digital-challenges-or-seb-vilnius
Java Chapter Lead for Welcoming and Orchestration;Danske Bank Lithuania;Vilnius;€ 5200 – 7800;Senior;about 1 month ago;2025.05.19;"Solid Java (Spring Boot) understanding to guide and set best practices, Advanced English skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1349862/danske-bank-lithuania/java-chapter-lead-for-welcoming-and-orchestration
BUSINESS IMPROVEMENT PROJECT MANAGER (F/M/D) | IGNITIS RENEWABLES;Ignitis Group;Vilnius;€ 2666 – 3999;N/A;about 1 month ago;2025.05.17;1-3 years of experience in project management, programme management, or business processes improvement, ideally in renewable energy or O&M organizations, Strong coordination skills for managing multi-stakeholder processes, Fluency in English with strong communication skills, Additional paid days for health improvement, short-term illness, volunteering, and accumulated work experience;https://www.cvonline.lt/en/vacancy/1349758/ignitis-group/business-improvement-project-manager-f-m-d-or-ignitis-renewables
Business Analyst;FL Technics;Vilnius / Remote;€ 2500 – 3500;N/A;about 2 months ago;2025.05.30;"2-3 years of IT Business Analysis experience, preferably in the space of data and analytics technologies, business intelligence, data warehousing or similar;, Experience in source system data model analysis and dimensional data modelling for analytical purposes;, Experience producing accurate and relevant technical documentation;, Good understanding of the data and analytics value chain and technology stack;, Experience in Agile ways of working;, Knowledge of Azure Fabric, Microsoft Purview, Microsoft PowerBI or equivalent products is a big plus;, Excellent collaboration and communication skills;, Good English knowledge, both speaking and writing;, Exclusive experience to the aviation business industry;, Competitive salary range, final offer will be proposed based on your experience and competencies.";https://www.cvonline.lt/en/vacancy/1346558/fl-technics/business-analyst
SKAITMENINĖS SAUGOS EKSPERTĖ (-AS) (ATSINAUJINANTI ENERGETIKA);Ignitis Group;Vilnius;€ 4403 – 6604;N/A;about 2 months ago;2025.05.30;N/A;https://www.cvonline.lt/en/vacancy/1345855/ignitis-group/skaitmenin-s-saugos-ekspert-as-atsinaujinanti-energetika
Senior Data Engineer – Data Platform Tribe;Danske Bank Lithuania;Vilnius;€ 4560 – 6840;Senior;about 2 months ago;2025.05.14;"You are highly skilled Senior Data Engineer with 4+ years of experience in designing and implementing enterprise grade data integration solutions, Practical experience and understanding of streaming architecture with real-time data and streaming services like Apache Kafka, Solid experience working with Hadoop ecosystem components (HDFS, Hive, MapReduce), Practical experience and understanding of version control best practices with CI/CD platforms such as Azure DevOps and GitHub, Experience deploying and managing data workloads and data lakes in cloud environments and modern technologies like Databricks, AWS, Azure, Experience with data scheduling and workflow orchestration tools like Apache Airflow, Solid interpersonal, problem-solving, decision-making, and conflict resolution skills, Advanced English language skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1345740/danske-bank-lithuania/senior-data-engineer-data-platform-tribe
Java Developer in Account Channels | SEB, Vilnius;SEB;Vilnius;€ 2850 – 4250;N/A;about 2 months ago;2025.06.11;N/A;https://www.cvonline.lt/en/vacancy/1345513/seb/java-developer-in-account-channels-or-seb-vilnius
Senior Platform Engineer at Danica IT;Danske Bank Lithuania;Vilnius;€ 4640 – 6960;Senior;about 2 months ago;2025.05.28;"3+ years of experience as Platform engineer, System administration or DevOps, Experience in Kubernetes, CI/CD is benefit, Strong problem-solving skills and the ability to manage complex technical issues, Strong collaborative skills in team-oriented environments, Strong communication skills, both written and verbal, Upper-Intermediate English language skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1344947/danske-bank-lithuania/senior-platform-engineer-at-danica-it
IT PROJECT PORTFOLIO ANALYST (F/M/D);Ignitis Group;Vilnius;€ 3757 – 5635;N/A;about 2 months ago;2025.05.17;"At least 3 years of experience managing IT projects of varying complexity following project management methodologies, Knowledge of AGILE, PMI (PMBOK)/PRINCE2/other standards and their practical application;, Knowledge of project portfolio management and its analysis principles, Excellent computer skills with MS programs: Word, Excel, PowerPoint, Project, Power BI, as well as strong proficiency in Jira and Confluence, Additional paid days for health improvement, short-term illness, volunteering, and accumulated work experience";https://www.cvonline.lt/en/vacancy/1343883/ignitis-group/it-project-portfolio-analyst-f-m-d
SENIOR IT PROJECT MANAGER (F/M/D) (INFRASTRUCTURE);Ignitis Group;Vilnius;€ 3757 – 5635;Senior;about 2 months ago;2025.05.17;Experience and expertise applying project management techniques and methodologies (PMI, PRINCE2, IPMA C) in IT projects, At least 3 years experience in managing IT Infrastructure projects, Strong communication and collaboration skills at different stakeholder levels, Proactive leader with good negotiation skills and ability effectively solve problems, Analytical thinking, results-oriented, great planning skills, sense of responsibility, ability to cope with a lot of information simultaneously, Additional paid days for health improvement, short-term illness, volunteering, and accumulated work experience;https://www.cvonline.lt/en/vacancy/1343875/ignitis-group/senior-it-project-manager-f-m-d-infrastructure
Experienced Full-stack Data Scientist for Behavioural Modelling Team;Danske Bank Lithuania;Vilnius;€ 4160 – 6240;N/A;about 2 months ago;2025.05.30;"Share your knowledge and insights with the team and stakeholders, 3+ years of experience in developing models from scratch, Experience in code automation and model deployment would be an advantage, especially if you are familiar with AWS or OpenShift, Upper-Intermediate English language skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1342060/danske-bank-lithuania/experienced-full-stack-data-scientist-for-behavioural-modelling-team
Senior Software Engineer (Front-end) in AML Review Tribe;Danske Bank Lithuania;Vilnius;€ 4320 – 6480;Senior;about 2 months ago;2025.05.19;"5+ years of experience with JavaScript, TypeScript, HTML and related technologies, 3+ years of experience with React or Angular, Understanding the principles of developing UI for SPA and REST services, Perfect understanding of the development process (SDLC), Advanced English language skills, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1341327/danske-bank-lithuania/senior-software-engineer-front-end-in-aml-review-tribe
OPERATIONAL TECHNOLOGY SYSTEM ADMINISTRATOR (OTSA) (F/M/D) | IGNITIS RENEWABLES;Ignitis Group;Vilnius;€ 2401 – 3602;N/A;about 2 months ago;2025.05.17;Experience in a system administrator role, Excellent problem-solving and decision-making skills, Strong communication and teamwork skills, Experience in operational technology (OT) system administration, particularly in the wind energy sector, In-depth knowledge of OT protocols, cybersecurity practices, and user management, Additional paid days for health improvement, short-term illness, volunteering, and accumulated work experience.;https://www.cvonline.lt/en/vacancy/1340854/ignitis-group/operational-technology-system-administrator-otsa-f-m-d-or-ignitis-renewables
Mid/Senior Site Reliability Engineer with passion for innovation | SEB, Vilnius;SEB;Vilnius;€ 2850 – 5450;Senior;about 2 months ago;2025.06.11;N/A;https://www.cvonline.lt/en/vacancy/1340299/seb/mid-senior-site-reliability-engineer-with-passion-for-innovation-or-seb-vilnius
Mid/Senior Site Reliability Engineer with passion for innovation | SEB, Kaunas;SEB;Kaunas;€ 2850 – 5450;Senior;about 2 months ago;2025.06.11;N/A;https://www.cvonline.lt/en/vacancy/1340298/seb/mid-senior-site-reliability-engineer-with-passion-for-innovation-or-seb-kaunas
.NET Software Engineer in Customer Communication and Channels;Danske Bank Lithuania;Vilnius;€ 3480 – 5220;N/A;about 2 months ago;2025.05.13;"Work on a tool used by thousands, directly enhancing user experience, At least 2 years of experience with solid coding skills in C#, ASP.NET, and .NET Core, Experience in microservices and container-based development, Comprehensive experience in API development, Solid understanding of RabbitMQ, Motivation to expand skills while delving into new subjects, Experience in AWS, DevOps (OpenShift, Terraform), and frontend development is optional but would be highly beneficial, Hybrid working conditions: Work from home up to two days a week; home office budget (after the probation period); modern Danske Campus workplace developed with anthropologist for the best employee experience.";https://www.cvonline.lt/en/vacancy/1340066/danske-bank-lithuania/net-software-engineer-in-customer-communication-and-channels
